J,nj,Estimator,cluster_a,cluster_m,cluster_y,abs.value_mean_|Rel.Bias|,abs.value_min_|Rel.Bias|,abs.value_max_|Rel.Bias|,abs.value_mean_RMSE,abs.value_min_RMSE,abs.value_max_RMSE,A_fit,M_fit,Y_fit,A_mod,M_mod,Y_mod,estimator,abs.value_mean_|Bias|,abs.value_min_|Bias|,abs.value_max_|Bias|
100,10,multiply-robust,SL,FE,SL,0.11554119583322725,0.08735757988910685,0.13695599961228394,0.2277755303638325,0.19384603542628964,0.25979941465346795,aSL,mFE,ySL,aSL,mCluster,ySL,multi,0.1762483402755408,0.11129839921799915,0.21037791871148218
100,10,multiply-robust,SL,RE,FE,0.014732045769001553,0.0010286467613949603,0.052262493621983236,0.13679422503163244,0.12315975741525931,0.15737901103993615,aSL,mRE,yFE,aSL,mCluster,yCluster,multi,0.020872054164236247,0.0015819560880272255,0.06638379332610728
100,10,multiply-robust,SL,RE,RE,0.019452626432688178,0.0024542429934935163,0.03625805166102532,0.13303940961249106,0.1194771517153812,0.14681231777176257,aSL,mRE,yRE,aSL,mCluster,yCluster,multi,0.029843624421030716,0.003963135656115577,0.0566244000703615
100,10,multiply-robust,SL,RE,SL,0.11840498026277602,0.10254026384618564,0.13315742032596362,0.2305244145961418,0.2099381258052007,0.25359941381007883,aSL,mRE,ySL,aSL,mCluster,ySL,multi,0.1802424147059044,0.14233657717399936,0.2057933442968613
100,10,multiply-robust,SL,SL,FE,0.01285917809201419,9.582627978227759e-4,0.033393952962313615,0.13792429919341062,0.1207491506104417,0.15737459980203616,aSL,mSL,yFE,aSL,mSL,yCluster,multi,0.01868854116442049,0.0015366172869986892,0.04258224298160091
100,10,multiply-robust,SL,SL,RE,0.017680128541284486,0.0012336600873589336,0.042511961336273496,0.1373216413699718,0.11589719536021213,0.15795137961306724,aSL,mSL,yRE,aSL,mSL,yCluster,multi,0.027600539531477734,0.0015786763292114218,0.06808519614474011
100,10,multiply-robust,SL,SL,SL,0.11592109080244284,0.034842395093270126,0.19092575620416968,0.23621234693835758,0.13599656442198965,0.32604403747933597,aSL,mSL,ySL,aSL,mSL,ySL,multi,0.17504904394357343,0.05369753940616961,0.28208003144832744
100,20,multiply-robust,FE,FE,FE,0.018434679943437903,5.849368218276126e-4,0.058519014513128964,0.13088601510861753,0.1088303803001241,0.1559814559508272,aFE,mFE,yFE,aCluster,mCluster,yCluster,multi,0.02646536716762379,9.151609125641109e-4,0.07462789122820994
100,20,multiply-robust,FE,FE,RE,0.017807174292001914,3.386717750413999e-4,0.05752275693366652,0.1304691749510446,0.11001436355243883,0.1512460570400268,aFE,mFE,yRE,aCluster,mCluster,yCluster,multi,0.02546516889830262,5.277763286511221e-4,0.07333560165475816
100,20,multiply-robust,FE,FE,SL,0.022972924618413833,0.003042526780993582,0.043307831021059354,0.13863904475528224,0.11796114896900609,0.15960800697584315,aFE,mFE,ySL,aCluster,mCluster,ySL,multi,0.03492193987168178,0.0049103163291350505,0.06690345380276241
100,20,multiply-robust,FE,RE,FE,0.018662703797737136,5.851879267279213e-4,0.060039381273010076,0.13030135303413476,0.11440479934209143,0.1559153650913818,aFE,mRE,yFE,aCluster,mCluster,yCluster,multi,0.026792589692711245,9.028759482509798e-4,0.07669937037070217
100,20,multiply-robust,FE,RE,RE,0.017595309216007996,7.403794506936678e-4,0.05517227327048041,0.12937769797491094,0.11498022211015302,0.154504769496385,aFE,mRE,yRE,aCluster,mCluster,yCluster,multi,0.025217664703653192,0.0011432807945862202,0.07031359508249846
100,20,multiply-robust,FE,RE,SL,0.022537193004828017,0.00263033113749724,0.04347288698717445,0.13758515282049485,0.1211556221161055,0.1536672161602594,aFE,mRE,ySL,aCluster,mCluster,ySL,multi,0.03431395980547401,0.003452831265208227,0.066700051915194
100,20,multiply-robust,FE,SL,FE,0.015890152822400368,6.188996459830993e-4,0.056255939882589645,0.12874300749177667,0.11285462683232954,0.15101735256890997,aFE,mSL,yFE,aCluster,mSL,yCluster,multi,0.02256233158309626,9.558065843153674e-4,0.07151955341854395
100,20,multiply-robust,FE,SL,RE,0.015271890090427467,2.484647029028306e-4,0.056777120042425085,0.128635305975226,0.11452248288759163,0.14403445964183775,aFE,mSL,yRE,aCluster,mSL,yCluster,multi,0.021600254683127738,3.8793947061111633e-4,0.07228763614951716
100,20,multiply-robust,FE,SL,SL,0.0156929045917089,0.0018051369998199676,0.03806163670839444,0.13730587525450186,0.11570775333228937,0.1614314340554086,aFE,mSL,ySL,aCluster,mSL,ySL,multi,0.024213243436695037,0.002789149337708488,0.06099021295702087
100,20,multiply-robust,RE,FE,FE,0.019257726153040555,4.6785539952885356e-4,0.06279546767468715,0.1277925727569376,0.10794432078413156,0.15433830636731996,aRE,mFE,yFE,aCluster,mCluster,yCluster,multi,0.027684155331458404,7.195138887500774e-4,0.08000678350452474
100,20,multiply-robust,RE,FE,RE,0.01765700096080503,0.0030556978915491136,0.05391154188146071,0.1264080443404449,0.10864995021516068,0.15098034618324727,aRE,mFE,yRE,aCluster,mCluster,yCluster,multi,0.025351341302533317,0.004777967797342004,0.06872129338925308
100,20,multiply-robust,RE,FE,SL,0.0361497719711558,0.004595221204855971,0.06238995093508879,0.1428291954849835,0.11749603941022954,0.166841612517967,aRE,mFE,ySL,aCluster,mCluster,ySL,multi,0.05621922857059549,0.0058525460061653435,0.09616689778591786
100,20,multiply-robust,RE,RE,FE,0.017981284597566014,6.157314740264004e-4,0.05899044892604695,0.12642485690903496,0.10702739585375094,0.15165406682261046,aRE,mRE,yFE,aCluster,mCluster,yCluster,multi,0.025719592259984977,9.534381657110391e-4,0.07536762252423049
100,20,multiply-robust,RE,RE,RE,0.016824104911757693,1.0103464279535149e-4,0.052568985128161,0.12524658757938797,0.10703242648695097,0.15110612341121668,aRE,mRE,yRE,aCluster,mCluster,yCluster,multi,0.024106333127750373,1.5799125774495384e-4,0.06699792034566346
100,20,multiply-robust,RE,RE,SL,0.03738543980376164,0.0013125823355517117,0.06299673550317611,0.14542818253697734,0.1197017310087143,0.17304985491261954,aRE,mRE,ySL,aCluster,mCluster,ySL,multi,0.05810929514589973,0.0016689588825432385,0.09697138106518974
100,20,multiply-robust,RE,SL,FE,0.014661223467309342,2.0927683893737785e-5,0.05053747357990497,0.12659743721376782,0.1110997742266696,0.15250988167324941,aRE,mSL,yFE,aCluster,mSL,yCluster,multi,0.02085511930569953,3.228182719582851e-5,0.06453835361439635
100,20,multiply-robust,RE,SL,RE,0.011774466360638948,5.022443957387845e-4,0.047611094506796806,0.12727662053174896,0.10940408098269827,0.14600323377426094,aRE,mSL,yRE,aCluster,mSL,yCluster,multi,0.01653656363649778,7.750925917394143e-4,0.06063715703232319
100,20,multiply-robust,RE,SL,SL,0.029485779533806364,0.0019287078776524965,0.06194718786874683,0.14035798375022193,0.11120330004204494,0.17256009018827476,aRE,mSL,ySL,aCluster,mSL,ySL,multi,0.045702568030111516,0.0029763281864895247,0.09924098854167095
100,20,multiply-robust,SL,FE,FE,0.018352755663238223,6.934517686377061e-4,0.06386953159120969,0.12557847635184544,0.10765820257678843,0.14625196560601084,aSL,mFE,yFE,aSL,mCluster,yCluster,multi,0.02627015913905985,0.0010755596640181413,0.08119036050574657
100,20,multiply-robust,SL,FE,RE,0.017531375584368507,4.364565615332938e-4,0.04722220070164988,0.12369053174200607,0.10791068164200972,0.14411592117045674,aSL,mFE,yRE,aSL,mCluster,yCluster,multi,0.02542903252969025,6.997522650871137e-4,0.06012814973019206
100,20,multiply-robust,SL,FE,SL,0.11359393242360129,0.08463433108829937,0.13900458253560516,0.21729265291043567,0.177889609307031,0.2471520470864237,aSL,mFE,ySL,aSL,mCluster,ySL,multi,0.17347812973554852,0.10821714211717477,0.2137544787932537
100,20,multiply-robust,SL,RE,FE,0.016437346920392316,5.040234990744622e-4,0.053480300340881984,0.12311283779750437,0.10777909573027411,0.1462403978419747,aSL,mRE,yFE,aSL,mCluster,yCluster,multi,0.0235435965530927,7.754968125904544e-4,0.06826541457249889
100,20,multiply-robust,SL,RE,RE,0.014450720240320137,1.2029376315717212e-4,0.043569307708724955,0.12400969380080118,0.11308958187658293,0.13948341903115513,aSL,mRE,yRE,aSL,mCluster,yCluster,multi,0.020892994372761292,1.9357149687565035e-4,0.0554023591576911
100,20,multiply-robust,SL,RE,SL,0.11925371212518271,0.09677205186420275,0.1371183731403634,0.22368618101486537,0.189981438346943,0.24422136707559772,aSL,mRE,ySL,aSL,mCluster,ySL,multi,0.18211232705607214,0.12354674951993416,0.21083244796750325
100,20,multiply-robust,SL,SL,FE,0.012462371304471098,1.6543763793325217e-4,0.04090090374292696,0.12436734591599169,0.11390800537416364,0.14203331234876915,aSL,mSL,yFE,aSL,mSL,yCluster,multi,0.017748937359910604,2.592155701330632e-4,0.05223679776506876
100,20,multiply-robust,SL,SL,RE,0.011778343260239221,8.931008414238233e-4,0.02605443756070812,0.12303684219688478,0.11160197085129799,0.1390079168428584,aSL,mSL,yRE,aSL,mSL,yCluster,multi,0.017991298347926902,0.001138643282348145,0.036570663100106
100,20,multiply-robust,SL,SL,SL,0.11565893915030574,0.034871555418675156,0.18943010958708925,0.22455465552187887,0.12337780099402879,0.31819767448785374,aSL,mSL,ySL,aSL,mSL,ySL,multi,0.1746168807286359,0.05369942323058641,0.28762328854974956
100,50,multiply-robust,FE,FE,FE,0.018461481668542407,1.1373513625797804e-4,0.05812608691967353,0.11812505497687895,0.0975363299370522,0.14820960695803181,aFE,mFE,yFE,aCluster,mCluster,yCluster,multi,0.026496692189909965,1.7839074385501676e-4,0.0743472786968676
100,50,multiply-robust,FE,FE,RE,0.018161029258789575,3.310034611955608e-4,0.0568919488727676,0.12200066277387257,0.1041469970798133,0.1496884457831282,aFE,mFE,yRE,aCluster,mCluster,yCluster,multi,0.025989496792679676,5.176198060305162e-4,0.07275603483241051
100,50,multiply-robust,FE,FE,SL,0.021055878799588316,0.0013490403951568605,0.045220363559277,0.12786765657683716,0.10650021611611125,0.1468814957388482,aFE,mFE,ySL,aCluster,mCluster,ySL,multi,0.031117129672813937,0.002173250247630128,0.05757504737493477
100,50,multiply-robust,FE,RE,FE,0.01928687010663393,4.492906856978762e-4,0.06706803686935191,0.12050147008764014,0.09608007966745763,0.15337260664779942,aFE,mRE,yFE,aCluster,mCluster,yCluster,multi,0.027550660678177803,6.904864727174646e-4,0.08549154189287092
100,50,multiply-robust,FE,RE,RE,0.01877846608221723,0.0017511976300028746,0.06332522122364269,0.12116662512909585,0.10162575035243629,0.1526964034249481,aFE,mRE,yRE,aCluster,mCluster,yCluster,multi,0.026776803007310473,0.0027387248664637975,0.08083188236416816
100,50,multiply-robust,FE,RE,SL,0.018623819216406007,2.693273527432357e-4,0.04054558804800206,0.1261988214742855,0.10777414452441743,0.14460950773479286,aFE,mRE,ySL,aCluster,mCluster,ySL,multi,0.02756403635952212,4.3165718479093316e-4,0.05226205280041083
100,50,multiply-robust,FE,SL,FE,0.017011834542149135,1.447572165452179e-4,0.056913020109200844,0.1212364677039027,0.10403658201660598,0.14805772505697498,aFE,mSL,yFE,aCluster,mSL,yCluster,multi,0.024245816663124437,2.2721340921864577e-4,0.07260418676397234
100,50,multiply-robust,FE,SL,RE,0.016300096280594544,3.3722508785620996e-4,0.056416986432117955,0.1220111907593012,0.10491773124786036,0.14645780335941777,aFE,mSL,yRE,aCluster,mSL,yCluster,multi,0.023101868453708815,5.212608160234167e-4,0.07178923428060094
100,50,multiply-robust,FE,SL,SL,0.015508701334004513,9.146576768088471e-4,0.039191530880450846,0.1273559277566458,0.1101919939904128,0.1501938708345499,aFE,mSL,ySL,aCluster,mSL,ySL,multi,0.022803699024283346,0.0014648333897792807,0.05228822982006412
100,50,multiply-robust,RE,FE,FE,0.018446350443057372,5.181024378493568e-4,0.060837226181008265,0.12006769539845347,0.10056548848377196,0.150755008779726,aRE,mFE,yFE,aCluster,mCluster,yCluster,multi,0.026374250415566233,8.034490819590025e-4,0.07758570895586864
100,50,multiply-robust,RE,FE,RE,0.018821652228930168,0.001410702208832281,0.06299214593405413,0.12127652442331456,0.0990429677002417,0.149999567074617,aRE,mFE,yRE,aCluster,mCluster,yCluster,multi,0.026825666423123305,0.0022047091021235848,0.08018593821582083
100,50,multiply-robust,RE,FE,SL,0.024311282675587888,4.768486785327689e-4,0.046734462422393395,0.12716159766351876,0.10626378917057865,0.1479897250164335,aRE,mFE,ySL,aCluster,mCluster,ySL,multi,0.037138589879308105,7.685157771420063e-4,0.07206348693041946
100,50,multiply-robust,RE,RE,FE,0.018517023767945735,1.645860396913924e-4,0.0565008775053434,0.12093217297941491,0.10218666244289559,0.1417358217817162,aRE,mRE,yFE,aCluster,mCluster,yCluster,multi,0.026735030141324053,2.538218360220898e-4,0.07197545642913875
100,50,multiply-robust,RE,RE,RE,0.017827048500525116,2.0224135463877769e-4,0.055958415603782126,0.11761318532862634,0.09811182076277476,0.1445276535429737,aRE,mRE,yRE,aCluster,mCluster,yCluster,multi,0.025670912804101133,3.128702865877482e-4,0.0711890473511282
100,50,multiply-robust,RE,RE,SL,0.02631319049412206,0.0018831489064629738,0.05389985946548165,0.12795204799724869,0.1026694345843918,0.15840613856178182,aRE,mRE,ySL,aCluster,mCluster,ySL,multi,0.040239690635291425,0.003036909885117489,0.0828642010864179
100,50,multiply-robust,RE,SL,FE,0.015671328711503087,1.9673602576807973e-5,0.05607544156350393,0.1211378636307675,0.10133901361699373,0.1454356077823786,aRE,mSL,yFE,aCluster,mSL,yCluster,multi,0.022195465719566897,3.0809747090522444e-5,0.07153306378768803
100,50,multiply-robust,RE,SL,RE,0.014861272553519697,1.3553251726448144e-4,0.054859756601842016,0.11865445058782118,0.10069715038718013,0.13967162530488872,aRE,mSL,yRE,aCluster,mSL,yCluster,multi,0.021084585659167702,2.09687149980176e-4,0.07001945228762932
100,50,multiply-robust,RE,SL,SL,0.016760918637156525,1.3294750869554572e-4,0.03932763384749145,0.12457732372166958,0.10609161334855936,0.14898926477886446,aRE,mSL,ySL,aCluster,mSL,ySL,multi,0.026155650493538057,2.0544604259844568e-4,0.06288247237983366
100,50,multiply-robust,SL,FE,FE,0.019182322042901667,5.093964423063349e-4,0.061244680019777974,0.12034116178718134,0.09948021693084762,0.14856302079469977,aSL,mFE,yFE,aSL,mCluster,yCluster,multi,0.027644271552787758,7.89844576794898e-4,0.07793353865029223
100,50,multiply-robust,SL,FE,RE,0.017765721940437178,0.0014074033772838483,0.054635705679321786,0.12029188506181741,0.10307785569528019,0.14415000903958003,aSL,mFE,yRE,aSL,mCluster,yCluster,multi,0.025507565460337295,0.0022038302933774945,0.06973681883232134
100,50,multiply-robust,SL,FE,SL,0.11503296671654335,0.08874274145773131,0.13971103892660972,0.21482214617846015,0.1715527495713327,0.2440383265602066,aSL,mFE,ySL,aSL,mCluster,ySL,multi,0.17560741548120012,0.11306586754471928,0.21441249764931827
100,50,multiply-robust,SL,RE,FE,0.017903830253270282,7.514308910548001e-4,0.0636436599332845,0.12128972691065103,0.10489301865991214,0.15074608045998347,aSL,mRE,yFE,aSL,mCluster,yCluster,multi,0.025457394996156672,0.0011573882959388423,0.08111124364287559
100,50,multiply-robust,SL,RE,RE,0.015834992155378237,2.3933137690115668e-4,0.04972701363729319,0.11810034905462521,0.10039284555733938,0.14159567894649086,aSL,mRE,yRE,aSL,mCluster,yCluster,multi,0.022735068361893474,3.7385931196121195e-4,0.06338150025549778
100,50,multiply-robust,SL,RE,SL,0.11523150766683105,0.0906009947494695,0.1386326752524096,0.21476709591703957,0.17646930179477424,0.24409719821503365,aSL,mRE,ySL,aSL,mCluster,ySL,multi,0.17587365039763414,0.11571564843063956,0.2127232878175954
100,50,multiply-robust,SL,SL,FE,0.011991262245002346,2.665482189596512e-4,0.035493304538279064,0.11863796636539085,0.10164454397734853,0.1345448064030932,aSL,mSL,yFE,aSL,mSL,yCluster,multi,0.01708995063142255,4.2707110699200966e-4,0.04531062138583584
100,50,multiply-robust,SL,SL,RE,0.011321824720930854,0.001736013968955564,0.037616003544031565,0.11488396051098668,0.09569995318855565,0.13603434716185916,aSL,mSL,yRE,aSL,mSL,yCluster,multi,0.016369038157694072,0.002794004763614839,0.047989266899410014
100,50,multiply-robust,SL,SL,SL,0.11514286595559378,0.036324302888926935,0.18845315729831702,0.21875075480428835,0.1124617419478805,0.3171370725489007,aSL,mSL,ySL,aSL,mSL,ySL,multi,0.17395680865375282,0.05589416247445774,0.2889763801622915
20,10,regression,FE,FE,FE,0.019352266726425007,2.1214418034286814e-5,0.056105163942924814,0.30465343823620716,0.2837765658485156,0.3283646559845982,aFE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.028014200385383242,3.458666460566688e-5,0.07151410546741081
20,10,regression,FE,FE,RE,0.01764156382066144,9.061812351956654e-4,0.03125275031733632,0.3001168844093107,0.27388583724933263,0.3233177023393916,aFE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.02644194767453353,0.00146309551651077,0.04823029340680235
20,10,regression,FE,FE,SL,0.09484293002486295,0.07674452109121814,0.10720209592657307,0.3553306778264527,0.3212823092808851,0.3868898984166345,aFE,mFE,ySL,aCluster,mCluster,ySL,reg,0.14489776048065836,0.09795687869605674,0.16767178248535533
20,10,regression,FE,RE,FE,0.014601727738671655,9.558357966205092e-4,0.0538818355712326,0.3040101806547579,0.2696311999932563,0.33695802612775955,aFE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.020645286601951335,0.0014708296880868391,0.06878350704726244
20,10,regression,FE,RE,RE,0.012616349306802735,4.296472472505421e-5,0.022122734866979313,0.3016726250498425,0.2743561213643453,0.33095621745184856,aFE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.019382533143568526,5.4014519300635135e-5,0.03494404693632853
20,10,regression,FE,RE,SL,0.09735758407096949,0.06882833701291463,0.12868119376529333,0.36063777789801527,0.29971758910461,0.4057869580722984,aFE,mRE,ySL,aCluster,mCluster,ySL,reg,0.1478650691326253,0.10641226103964604,0.20606250050237573
20,10,regression,FE,SL,FE,0.013338101232138664,1.4717643254927564e-4,0.03829758848471827,0.30589140141395627,0.2729328880912521,0.3422159850825217,aFE,mSL,yFE,aCluster,mSL,yCluster,reg,0.019035586845560174,2.3677665163823356e-4,0.04890175560682711
20,10,regression,FE,SL,RE,0.017800127234279713,2.6194267981763625e-4,0.03933342756855335,0.3047953886285833,0.2722038667954925,0.3317722615188893,aFE,mSL,yRE,aCluster,mSL,yCluster,reg,0.027504090599442584,3.3533324793006704e-4,0.06303750868305552
20,10,regression,FE,SL,SL,0.10720013766919835,0.03415635296303789,0.1779999293483929,0.37656150910440034,0.2791215243283455,0.45056496312211447,aFE,mSL,ySL,aCluster,mSL,ySL,reg,0.1620434007735074,0.05264263712797073,0.2769177629427695
20,10,regression,RE,FE,FE,0.019352266726425007,2.1214418034286814e-5,0.056105163942924814,0.30465343823620716,0.2837765658485156,0.3283646559845982,aRE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.028014200385383242,3.458666460566688e-5,0.07151410546741081
20,10,regression,RE,FE,RE,0.01764156382066144,9.061812351956654e-4,0.03125275031733632,0.3001168844093107,0.27388583724933263,0.3233177023393916,aRE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.02644194767453353,0.00146309551651077,0.04823029340680235
20,10,regression,RE,FE,SL,0.09484293002486295,0.07674452109121814,0.10720209592657307,0.3553306778264527,0.3212823092808851,0.3868898984166345,aRE,mFE,ySL,aCluster,mCluster,ySL,reg,0.14489776048065836,0.09795687869605674,0.16767178248535533
20,10,regression,RE,RE,FE,0.014601727738671655,9.558357966205092e-4,0.0538818355712326,0.3040101806547579,0.2696311999932563,0.33695802612775955,aRE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.020645286601951335,0.0014708296880868391,0.06878350704726244
20,10,regression,RE,RE,RE,0.012616349306802735,4.296472472505421e-5,0.022122734866979313,0.3016726250498425,0.2743561213643453,0.33095621745184856,aRE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.019382533143568526,5.4014519300635135e-5,0.03494404693632853
20,10,regression,RE,RE,SL,0.09735758407096949,0.06882833701291463,0.12868119376529333,0.36063777789801527,0.29971758910461,0.4057869580722984,aRE,mRE,ySL,aCluster,mCluster,ySL,reg,0.1478650691326253,0.10641226103964604,0.20606250050237573
20,10,regression,RE,SL,FE,0.013338101232138664,1.4717643254927564e-4,0.03829758848471827,0.30589140141395627,0.2729328880912521,0.3422159850825217,aRE,mSL,yFE,aCluster,mSL,yCluster,reg,0.019035586845560174,2.3677665163823356e-4,0.04890175560682711
20,10,regression,RE,SL,RE,0.017800127234279713,2.6194267981763625e-4,0.03933342756855335,0.3047953886285833,0.2722038667954925,0.3317722615188893,aRE,mSL,yRE,aCluster,mSL,yCluster,reg,0.027504090599442584,3.3533324793006704e-4,0.06303750868305552
20,10,regression,RE,SL,SL,0.10720013766919835,0.03415635296303789,0.1779999293483929,0.37656150910440034,0.2791215243283455,0.45056496312211447,aRE,mSL,ySL,aCluster,mSL,ySL,reg,0.1620434007735074,0.05264263712797073,0.2769177629427695
20,10,regression,SL,FE,FE,0.019352266726425007,2.1214418034286814e-5,0.056105163942924814,0.30465343823620716,0.2837765658485156,0.3283646559845982,aSL,mFE,yFE,aSL,mCluster,yCluster,reg,0.028014200385383242,3.458666460566688e-5,0.07151410546741081
20,10,regression,SL,FE,RE,0.01764156382066144,9.061812351956654e-4,0.03125275031733632,0.3001168844093107,0.27388583724933263,0.3233177023393916,aSL,mFE,yRE,aSL,mCluster,yCluster,reg,0.02644194767453353,0.00146309551651077,0.04823029340680235
20,10,regression,SL,FE,SL,0.09484293002486295,0.07674452109121814,0.10720209592657307,0.3553306778264527,0.3212823092808851,0.3868898984166345,aSL,mFE,ySL,aSL,mCluster,ySL,reg,0.14489776048065836,0.09795687869605674,0.16767178248535533
20,10,regression,SL,RE,FE,0.014601727738671655,9.558357966205092e-4,0.0538818355712326,0.3040101806547579,0.2696311999932563,0.33695802612775955,aSL,mRE,yFE,aSL,mCluster,yCluster,reg,0.020645286601951335,0.0014708296880868391,0.06878350704726244
20,10,regression,SL,RE,RE,0.012616349306802735,4.296472472505421e-5,0.022122734866979313,0.3016726250498425,0.2743561213643453,0.33095621745184856,aSL,mRE,yRE,aSL,mCluster,yCluster,reg,0.019382533143568526,5.4014519300635135e-5,0.03494404693632853
20,10,regression,SL,RE,SL,0.09735758407096949,0.06882833701291463,0.12868119376529333,0.36063777789801527,0.29971758910461,0.4057869580722984,aSL,mRE,ySL,aSL,mCluster,ySL,reg,0.1478650691326253,0.10641226103964604,0.20606250050237573
20,10,regression,SL,SL,FE,0.013338101232138664,1.4717643254927564e-4,0.03829758848471827,0.30589140141395627,0.2729328880912521,0.3422159850825217,aSL,mSL,yFE,aSL,mSL,yCluster,reg,0.019035586845560174,2.3677665163823356e-4,0.04890175560682711
20,10,regression,SL,SL,RE,0.017800127234279713,2.6194267981763625e-4,0.03933342756855335,0.3047953886285833,0.2722038667954925,0.3317722615188893,aSL,mSL,yRE,aSL,mSL,yCluster,reg,0.027504090599442584,3.3533324793006704e-4,0.06303750868305552
20,10,regression,SL,SL,SL,0.10720013766919835,0.03415635296303789,0.1779999293483929,0.37656150910440034,0.2791215243283455,0.45056496312211447,aSL,mSL,ySL,aSL,mSL,ySL,reg,0.1620434007735074,0.05264263712797073,0.2769177629427695
20,20,regression,FE,FE,FE,0.01916959632111934,3.724121293555893e-4,0.056069717960992776,0.2764092357963811,0.24668829070929696,0.30933352511375706,aFE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.027766710183427107,5.739102454472879e-4,0.07141087634576987
20,20,regression,FE,FE,RE,0.016289541144668997,4.0603296063036927e-4,0.04626833134704244,0.26987938896234215,0.24307534197345143,0.2963293633187024,aFE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.02347120192515894,6.525449778864392e-4,0.059097759156095685
20,20,regression,FE,FE,SL,0.09438725198455877,0.07118898678814997,0.10756924973779204,0.3254518839853455,0.2886344019326604,0.35613787623973503,aFE,mFE,ySL,aCluster,mCluster,ySL,reg,0.14418981253628507,0.09084433771099353,0.168014675391982
20,20,regression,FE,RE,FE,0.015113719783735205,3.4284921330219676e-5,0.058880854548448276,0.2744472844330395,0.24396060031226777,0.3092530135000818,aFE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.021232246308374024,5.205139710717748e-5,0.07519471297570174
20,20,regression,FE,RE,RE,0.013252588701119974,0.001435902568572533,0.03811816567320143,0.2756056566996986,0.24405785104618946,0.3064233526511335,aFE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.018971847889095023,0.0022897050623341695,0.04866617662015426
20,20,regression,FE,RE,SL,0.0972373585217175,0.07792761450441281,0.11961735674173178,0.33025636897002436,0.2808844122995714,0.3657407081091198,aFE,mRE,ySL,aCluster,mCluster,ySL,reg,0.1481774951503431,0.10762548365415146,0.19135470852874673
20,20,regression,FE,SL,FE,0.012116060781410339,2.692805010730993e-4,0.039249825057045426,0.27478171177533006,0.23956660517763337,0.3063799400551981,aFE,mSL,yFE,aCluster,mSL,yCluster,reg,0.01726896321242538,4.23506755708988e-4,0.05008897097457284
20,20,regression,FE,SL,RE,0.011087149086891446,0.0016279200277321325,0.019398807175748496,0.27245515857610253,0.23424351578462865,0.30162707153387003,aFE,mSL,yRE,aCluster,mSL,yCluster,reg,0.016895500008687347,0.002080345495283854,0.02889660506723256
20,20,regression,FE,SL,SL,0.10559184714641563,0.030204749436949493,0.17922973858518912,0.3459960885227449,0.24332714895461718,0.41949873512193026,aFE,mSL,ySL,aCluster,mSL,ySL,reg,0.15959931725116075,0.04657988093363022,0.2697646721082212
20,20,regression,RE,FE,FE,0.01916959632111934,3.724121293555893e-4,0.056069717960992776,0.2764092357963811,0.24668829070929696,0.30933352511375706,aRE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.027766710183427107,5.739102454472879e-4,0.07141087634576987
20,20,regression,RE,FE,RE,0.016289541144668997,4.0603296063036927e-4,0.04626833134704244,0.26987938896234215,0.24307534197345143,0.2963293633187024,aRE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.02347120192515894,6.525449778864392e-4,0.059097759156095685
20,20,regression,RE,FE,SL,0.09438725198455877,0.07118898678814997,0.10756924973779204,0.3254518839853455,0.2886344019326604,0.35613787623973503,aRE,mFE,ySL,aCluster,mCluster,ySL,reg,0.14418981253628507,0.09084433771099353,0.168014675391982
20,20,regression,RE,RE,FE,0.015113719783735205,3.4284921330219676e-5,0.058880854548448276,0.2744472844330395,0.24396060031226777,0.3092530135000818,aRE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.021232246308374024,5.205139710717748e-5,0.07519471297570174
20,20,regression,RE,RE,RE,0.013252588701119974,0.001435902568572533,0.03811816567320143,0.2756056566996986,0.24405785104618946,0.3064233526511335,aRE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.018971847889095023,0.0022897050623341695,0.04866617662015426
20,20,regression,RE,RE,SL,0.0972373585217175,0.07792761450441281,0.11961735674173178,0.33025636897002436,0.2808844122995714,0.3657407081091198,aRE,mRE,ySL,aCluster,mCluster,ySL,reg,0.1481774951503431,0.10762548365415146,0.19135470852874673
20,20,regression,RE,SL,FE,0.012116060781410339,2.692805010730993e-4,0.039249825057045426,0.27478171177533006,0.23956660517763337,0.3063799400551981,aRE,mSL,yFE,aCluster,mSL,yCluster,reg,0.01726896321242538,4.23506755708988e-4,0.05008897097457284
20,20,regression,RE,SL,RE,0.011087149086891446,0.0016279200277321325,0.019398807175748496,0.27245515857610253,0.23424351578462865,0.30162707153387003,aRE,mSL,yRE,aCluster,mSL,yCluster,reg,0.016895500008687347,0.002080345495283854,0.02889660506723256
