num_clust,clust_size,quadratic.A,quadratic.M,quadratic.Y,icc,Yfamily,x_z,cluster_a,cluster_m,cluster_y,Fit,effname,rbias.est_multi,rbias.est_reg,rbias.est_rmpw,bias.est_multi,bias.est_reg,bias.est_rmpw,multi_cover,MSE.est_multi,MSE.est_reg,MSE.est_rmpw,nreps,trueval,sqrtMSE.est_multi,sqrtMSE.est_reg,sqrtMSE.est_rmpw
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,RE,noncluster,noncluster,glm,"IIE_Mjo(1,)",0.7808653121674363,2.8695196348757492,4.587194448931164,0.0556743820322516,0.20478790079877346,0.3271679995815421,0.798,0.01098959386269218,0.06115488106161603,0.1308818161556185,1000,0.07129831632258968,0.10483126376559705,0.2472621051699468,0.3617684902176007
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,RE,noncluster,noncluster,glm,"Y(0,gmjo(0))",0.006273498130829231,-0.17417248085532322,-0.05575642919871867,0.007986705114905969,-0.22173102125134278,-0.07098443055562662,0.476,0.058962512164791064,0.11502626443681155,0.04679490953772643,1000,1.2730863942809985,0.2428219762805481,0.33909640882523706,0.21630219484996618
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,RE,noncluster,noncluster,glm,"Y(1,gm1(0),gm2(0))",-0.019244315283627578,0.03490811867418497,-0.17055566047744672,-0.029543590458303796,0.05358950153358685,-0.2618509209234514,0.577,0.05416759390117017,0.04908369875311169,0.13072579298148834,1000,1.5351853273490328,0.23273932607354988,0.22150651337377728,0.3615484209662357
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,RE,noncluster,noncluster,glm,"Y(1,gm1(1),gm2(0))",0.005529551052672688,0.1049873675270323,-0.06177513240291273,0.008632833440344883,0.16390705397676827,-0.09645058710315901,0.555,0.053683667926657935,0.0768311559586053,0.0638299453475163,1000,1.5612177838872168,0.23169736279607916,0.27714791471443806,0.2525833205057597
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,RE,noncluster,noncluster,glm,"Y(1,gm1(1),gm2(1))",0.02057836007535607,0.16490554365399107,0.049255528918079536,0.032943252397470715,0.2639964373278452,0.078858584321491,0.496,0.05606244912305828,0.12938210093917876,0.05391621725489411,1000,1.6008686929782325,0.2367751024137848,0.35966631526758835,0.23217229255569166
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,RE,noncluster,noncluster,glm,"Y(1,gmjo(0))",-0.02409418935047151,0.031145830711168804,-0.17239146066446268,-0.03712379101500553,0.047988294485139985,-0.26563255486132586,0.591,0.05478834187928314,0.04851475647489459,0.13509680578758224,1000,1.5407777566203544,0.23406909637814885,0.22021889352711133,0.3675466471171369
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,RE,noncluster,noncluster,glm,"Y(1,gmjo(1))",0.011507267757768384,0.15679786498058537,0.03816858571193711,0.018550591017246217,0.25277619528391354,0.06153544472021626,0.513,0.054651132701349615,0.12358387643442297,0.05120524851872096,1000,1.612076072942944,0.23377581718678606,0.35151334434343967,0.22625293991468368
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"IDE(,gmjo(0))",-0.2741579473851863,-0.2606023202616517,2.4316526544962946,-0.07339856815800776,-0.06976331212438544,0.6511419660845834,0.569,0.02294127882820554,0.022529369660946815,0.4808277186265701,1000,0.2677236565930525,0.15146378718428224,0.15009396948291567,0.6933833415503107
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"IIE_M1(1,,gm2(0))",-0.5272875253198328,-0.5169907308175988,0.15929998807423876,-0.013741087200625427,-0.013459767069553059,0.004149064399104851,0.557,3.106547425474279e-4,2.984674883646982e-4,3.456420818100864e-4,1000,0.026059951242522948,0.017625400493249163,0.017275161408410056,0.018590218284381448
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"IIE_M2(1,gm1(1),)",-0.695240749858336,-0.6808882991713577,-0.3498228933334679,-0.027611570674938576,-0.027026601993793226,-0.013885312093595314,0.276,9.389876775544645e-4,8.991977713661064e-4,6.32533688788818e-4,1000,0.03971512124478432,0.03064290582752335,0.029985212130337655,0.02514855371066769
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,IIE_Mdep,-1.0056149396311478,-1.0000000000000004,-1.0816869956889987,-0.005652826001483548,-0.0056149871007969395,-0.006070986848817295,0.035,3.3214631459358216e-5,3.1528120622208206e-5,3.9584488554986125e-5,1000,0.005621262949372016,0.005763213639919851,0.0056149871007969395,0.006291619633859029
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"IIE_Mjo(1,)",-0.6583739009789411,-0.6461934685877748,-0.22154204368552707,-0.04700548387704755,-0.04610135616414322,-0.01580723454330776,0.185,0.002540181925742314,0.0024520953696738935,9.448485204921293e-4,1000,0.07139633543667928,0.050400217516815476,0.049517372257229054,0.030731688337249582
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"Y(0,gmjo(0))",0.056212160106031764,0.055437139379956174,-0.242698572719425,0.0716012111688494,0.07055293565137342,-0.3092407879618936,0.352,0.05804189962152125,0.055185378174691574,0.1436394473935493,1000,1.2737672957913306,0.24091886522545564,0.23485953265370546,0.3789902294226646
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"Y(1,gm1(0),gm2(0))",0.0024815549086843703,0.00416929489595021,0.22343203484857982,0.003811377277278023,0.0063927228055281,0.3432714049108888,0.362,0.05292789459346109,0.05154057880964856,0.17001944196691107,1000,1.5358827096429946,0.23006063242862976,0.22701698985231997,0.41232781106484084
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"Y(1,gm1(1),gm2(0))",-0.00635728197456237,-0.00452344874027695,0.22236300483494917,-0.009929709923347484,-0.007067044264025011,0.3474204693099936,0.356,0.05307792643320542,0.05178703511298342,0.17245460343838573,1000,1.5619426608855176,0.2303864718971264,0.22755974769998055,0.4152669173908424
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"Y(1,gm1(1),gm2(1))",-0.023439014886409718,-0.02129667879064432,0.2081869151521528,-0.03754128059828612,-0.03409364625781827,0.3335351572163982,0.354,0.05442015828549639,0.05307970041524183,0.16201857352483645,1000,1.601657782130302,0.23328128575926613,0.23038069892273239,0.40250267780160054
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"Y(1,gmjo(0))",-0.0011659860775556498,5.1680121817598e-4,0.22173189384511297,-0.0017973569891581876,7.896235269879462e-4,0.34190117812268994,0.362,0.052963656237777816,0.051500305539081,0.16883428339391146,1000,1.541490952384383,0.23013834152043813,0.2269280851845226,0.4108877049753576
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,FE,glm,"Y(1,gmjo(1))",-0.030258060333612162,-0.028108492726497254,0.2021275616813811,-0.04880284086620579,-0.045311732637155246,0.32609394357938215,0.351,0.05541476034768835,0.05397039974651067,0.1568651179662327,1000,1.6128872878210623,0.23540339918465145,0.2323031844767963,0.39604824352900214
20,50,FALSE,FALSE,FALSE,0.2,gaussian,0,noncluster,FE,RE,glm,"IDE(,gmjo(0))",-0.19205262956837707,-0.19058821051469482,2.4316526544962946,-0.05142634691967608,-0.05103824861658405,0.6511419660845834,0.576,0.020356866887374085,0.020107685473449013,0.4808277186265701,1000,0.26777215722196923,0.14267749257459666,0.14179374953826768,0.6933833415503107
