J,nj,cluster_a,cluster_y,cluster_m,estimator,effname,abs.performance,abs.value_mean,abs.value_min,abs.value_max
20,20,FE,SL,RE,reg,"Y(1,gm1(0),gm2(0))",|Bias|,0.13544158363052794,0.1259365631309303,0.15059809786229902
20,20,FE,SL,RE,reg,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.08800182436849996,0.08160723923261405,0.09811167042590223
20,20,FE,SL,RE,reg,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.33299888618653095,0.3016595902897348,0.3584713215672082
20,20,FE,SL,RE,reg,"Y(1,gm1(1),gm2(0))",|Bias|,0.1596520816466627,0.1467015508675525,0.17646156147120795
20,20,FE,SL,RE,reg,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.10207503828165024,0.09361852528172389,0.1130434857470968
20,20,FE,SL,RE,reg,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.34352874593624216,0.31465292339233464,0.3657407081091198
20,20,FE,SL,RE,reg,"Y(1,gm1(1),gm2(1))",|Bias|,0.17437925021322348,0.15687836881420827,0.19135470852874673
20,20,FE,SL,RE,reg,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.10888146831903978,0.09791692321139639,0.11961735674173178
20,20,FE,SL,RE,reg,"Y(1,gmjo(0))",sqrtMSE,0.3156317401532399,0.2808844122995714,0.3457548489723687
20,20,FE,SL,RE,reg,"Y(1,gmjo(0))",|Bias|,0.13000775049193858,0.12066864286003534,0.14466971485695157
20,20,FE,SL,RE,reg,"Y(1,gmjo(0))",|Rel.Bias|,0.08417288445083844,0.07792761450441281,0.09388678846693786
20,20,FE,SL,RE,reg,"Y(1,gmjo(1))",sqrtMSE,0.3379490528724742,0.3083647050848782,0.3611356413945114
20,20,FE,SL,RE,reg,"Y(1,gmjo(1))",|Bias|,0.1632090939407487,0.14582056083022185,0.1788506432474329
20,20,FE,SL,RE,reg,"Y(1,gmjo(1))",|Rel.Bias|,0.10119826760375408,0.0903912443077975,0.11093381070544737
20,20,FE,SL,RE,rmpw,"IDE(,gmjo(0))",sqrtMSE,0.28628149803077163,0.20157756233828303,0.39130101576097465
20,20,FE,SL,RE,rmpw,"IDE(,gmjo(0))",|Bias|,0.17316300575715796,0.06960815637745486,0.29284619290786834
20,20,FE,SL,RE,rmpw,"IDE(,gmjo(0))",|Rel.Bias|,0.6418671172360189,0.25999391646656955,1.0815087271597128
20,20,FE,SL,RE,rmpw,"IIE_M1(1,,gm2(0))",sqrtMSE,0.05085730608788198,0.049127827896217134,0.05214712186991564
20,20,FE,SL,RE,rmpw,"IIE_M1(1,,gm2(0))",|Bias|,0.021363812469919835,0.01889843220895768,0.024207194540262565
20,20,FE,SL,RE,rmpw,"IIE_M1(1,,gm2(0))",|Rel.Bias|,0.8593894553759992,0.7260018064633775,1.017016104508588
20,20,FE,SL,RE,rmpw,"IIE_M2(1,gm1(1),)",sqrtMSE,0.05693658103334841,0.05465984384835826,0.05938805368528448
20,20,FE,SL,RE,rmpw,"IIE_M2(1,gm1(1),)",|Bias|,0.009608214873778298,0.00661140812694462,0.012123042448646221
20,20,FE,SL,RE,rmpw,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.258123795768409,0.17071465057101123,0.3373386686116827
20,20,FE,SL,RE,rmpw,IIE_Mdep,sqrtMSE,0.009984589867425469,0.00915176791888,0.011034934078038992
20,20,FE,SL,RE,rmpw,IIE_Mdep,|Bias|,0.00694371356726242,0.005897749638100339,0.007964245147669021
20,20,FE,SL,RE,rmpw,IIE_Mdep,|Rel.Bias|,1.2080115344805464,1.1840246121935052,1.226122170889912
20,20,FE,SL,RE,rmpw,"IIE_Mjo(1,)",sqrtMSE,0.07184023806345304,0.06899523210586045,0.07443408174119494
20,20,FE,SL,RE,rmpw,"IIE_Mjo(1,)",|Bias|,0.02402831377643571,0.01754559518823328,0.030432487350808446
20,20,FE,SL,RE,rmpw,"IIE_Mjo(1,)",|Rel.Bias|,0.3550704306356824,0.24594814580775384,0.4702147711104734
20,20,FE,SL,RE,rmpw,"Y(0,gmjo(0))",sqrtMSE,0.28334051089552464,0.2392874018074217,0.33088443246981225
20,20,FE,SL,RE,rmpw,"Y(0,gmjo(0))",|Bias|,0.09316736226550595,0.047531684000633484,0.1519054913564332
20,20,FE,SL,RE,rmpw,"Y(0,gmjo(0))",|Rel.Bias|,0.07301966989268636,0.03732335290010749,0.11891273379976969
20,20,FE,SL,RE,rmpw,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.2929826468661427,0.24357584397924703,0.34444348388101326
20,20,FE,SL,RE,rmpw,"Y(1,gm1(0),gm2(0))",|Bias|,0.07968388459054761,0.02120166335869747,0.14114780416461772
20,20,FE,SL,RE,rmpw,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.05172214194414835,0.01380801844911571,0.09148604509152002
20,20,FE,SL,RE,rmpw,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.2991815813920409,0.24724288721411997,0.3528104577957574
20,20,FE,SL,RE,rmpw,"Y(1,gm1(1),gm2(0))",|Bias|,0.10104769706046747,0.04451018262208305,0.16018890803169128
20,20,FE,SL,RE,rmpw,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.06457343864072809,0.028504286498470095,0.1022491726986552
20,20,FE,SL,RE,rmpw,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.2982152080003265,0.2452408706942643,0.3532326410217767
20,20,FE,SL,RE,rmpw,"Y(1,gm1(1),gm2(1))",|Bias|,0.11065591193424575,0.05558536765437609,0.16881213191892064
20,20,FE,SL,RE,rmpw,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.06909511145585842,0.03471430351203738,0.10538983038983708
20,20,FE,SL,RE,rmpw,"Y(1,gmjo(0))",sqrtMSE,0.29296586648154166,0.24310922475089983,0.3444878627493031
20,20,FE,SL,RE,rmpw,"Y(1,gmjo(0))",|Bias|,0.07999564349165197,0.022076472376821418,0.14094070155143515
20,20,FE,SL,RE,rmpw,"Y(1,gmjo(0))",|Rel.Bias|,0.05174490081621452,0.014325282565020707,0.09104119203093794
20,20,FE,SL,RE,rmpw,"Y(1,gmjo(1))",sqrtMSE,0.2955303907885465,0.24313509110828951,0.34962683646186205
20,20,FE,SL,RE,rmpw,"Y(1,gmjo(1))",|Bias|,0.10402395726808768,0.049562613066670015,0.16158973342828759
20,20,FE,SL,RE,rmpw,"Y(1,gmjo(1))",|Rel.Bias|,0.06450768904439085,0.030737132059671338,0.1001896047955717
20,20,FE,SL,SL,multi,"IDE(,gmjo(0))",sqrtMSE,0.31936691751792295,0.2898707017797908,0.34387933079626226
20,20,FE,SL,SL,multi,"IDE(,gmjo(0))",|Bias|,0.029321661120626993,0.006091191163670529,0.06372723148295444
20,20,FE,SL,SL,multi,"IDE(,gmjo(0))",|Rel.Bias|,0.10915924041960078,0.02249636318274312,0.23794229181082138
20,20,FE,SL,SL,multi,"IIE_M1(1,,gm2(0))",sqrtMSE,0.08620775922040856,0.06495023096213065,0.10635007901189654
20,20,FE,SL,SL,multi,"IIE_M1(1,,gm2(0))",|Bias|,0.03329486606289626,0.022803213550774384,0.04526240224312978
20,20,FE,SL,SL,multi,"IIE_M1(1,,gm2(0))",|Rel.Bias|,1.3287316731459133,0.9571866037884981,1.7385680999238784
20,20,FE,SL,SL,multi,"IIE_M2(1,gm1(1),)",sqrtMSE,0.09162000375097808,0.07441163309662652,0.10849940839420405
20,20,FE,SL,SL,multi,"IIE_M2(1,gm1(1),)",|Bias|,0.018076918890173384,0.009500874590293435,0.025955171491300055
20,20,FE,SL,SL,multi,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.4834702548179498,0.26436838466116247,0.670361830335607
20,20,FE,SL,SL,multi,IIE_Mdep,sqrtMSE,0.014772230799443422,0.013627898344206147,0.015959395074783875
20,20,FE,SL,SL,multi,IIE_Mdep,|Bias|,0.006783720665065121,0.006026867375910101,0.007681466777531575
20,20,FE,SL,SL,multi,IIE_Mdep,|Rel.Bias|,1.185482211702346,1.0425873140386446,1.2825720306627664
20,20,FE,SL,SL,multi,"IIE_Mjo(1,)",sqrtMSE,0.1367891484358847,0.10482952408888059,0.16851692250879327
20,20,FE,SL,SL,multi,"IIE_Mjo(1,)",|Bias|,0.04458806428800452,0.0260869587786211,0.06353610695689825
20,20,FE,SL,SL,multi,"IIE_Mjo(1,)",|Rel.Bias|,0.6518250327479022,0.40292712470678205,0.8908140798910924
20,20,FE,SL,SL,multi,"Y(0,gmjo(0))",sqrtMSE,0.31392393956864423,0.2733577912690423,0.35426588385736923
20,20,FE,SL,SL,multi,"Y(0,gmjo(0))",|Bias|,0.01877622732393175,0.0023916097251970468,0.03367268818406695
20,20,FE,SL,SL,multi,"Y(0,gmjo(0))",|Rel.Bias|,0.01472860418221739,0.0018764998082007607,0.026443816792649805
20,20,FE,SL,SL,multi,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.2986215126005758,0.27140277179292566,0.3274508857900836
20,20,FE,SL,SL,multi,"Y(1,gm1(0),gm2(0))",|Bias|,0.01555815090419323,0.00828064028698015,0.02394474779371797
20,20,FE,SL,SL,multi,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.010116380375016205,0.005372686971657217,0.01559328783220514
20,20,FE,SL,SL,multi,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.30232146561178364,0.2682415354786513,0.33569859034139676
20,20,FE,SL,SL,multi,"Y(1,gm1(1),gm2(0))",|Bias|,0.02855275252682341,0.008032033590403952,0.04141770736053922
20,20,FE,SL,SL,multi,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.018251678866648618,0.0051433646793043394,0.02646399231317818
20,20,FE,SL,SL,multi,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.3088886644194399,0.26736574712549244,0.3434017161097437
20,20,FE,SL,SL,multi,"Y(1,gm1(1),gm2(1))",|Bias|,0.04662967141699675,0.023536803601807425,0.06276456682823578
20,20,FE,SL,SL,multi,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.029125906316138872,0.014698040027752594,0.039224932615810185
20,20,FE,SL,SL,multi,"Y(1,gmjo(0))",sqrtMSE,0.29979734804852687,0.27360563248858044,0.32842404378868717
20,20,FE,SL,SL,multi,"Y(1,gmjo(0))",|Bias|,0.015807532282456682,6.902964951858442e-4,0.03005454329888738
20,20,FE,SL,SL,multi,"Y(1,gmjo(0))",|Rel.Bias|,0.010248552236037678,4.46360379131825e-4,0.019500822952086057
20,20,FE,SL,SL,multi,"Y(1,gmjo(1))",sqrtMSE,0.30567534519295064,0.26597939631015316,0.3398557446828236
20,20,FE,SL,SL,multi,"Y(1,gmjo(1))",|Bias|,0.033191973876303675,0.010217588952265898,0.04914735566053109
20,20,FE,SL,SL,multi,"Y(1,gmjo(1))",|Rel.Bias|,0.020588901737576226,0.006336132385921201,0.030504466828391908
20,20,FE,SL,SL,reg,"IDE(,gmjo(0))",sqrtMSE,0.4279005916258735,0.394069693850984,0.4611370207883485
20,20,FE,SL,SL,reg,"IDE(,gmjo(0))",|Bias|,0.25578621935103735,0.23233213772766312,0.28009173584263347
20,20,FE,SL,SL,reg,"IDE(,gmjo(0))",|Rel.Bias|,0.9503120115330533,0.8579290712718163,1.0459041733960126
20,20,FE,SL,SL,reg,"IIE_M1(1,,gm2(0))",sqrtMSE,0.13056766168667228,0.10635762065991762,0.15477038513464889
20,20,FE,SL,SL,reg,"IIE_M1(1,,gm2(0))",|Bias|,0.09370602676039536,0.07684055741216875,0.11110445406947313
20,20,FE,SL,SL,reg,"IIE_M1(1,,gm2(0))",|Rel.Bias|,3.7368506061063673,3.2246135416741613,4.268528150111082
20,20,FE,SL,SL,reg,"IIE_M2(1,gm1(1),)",sqrtMSE,0.13503003293452803,0.1081420005792348,0.16289160353477788
20,20,FE,SL,SL,reg,"IIE_M2(1,gm1(1),)",|Bias|,0.08579959044952234,0.06757321226815699,0.10516969805761399
20,20,FE,SL,SL,reg,"IIE_M2(1,gm1(1),)",|Rel.Bias|,2.278808747717478,1.878685439737294,2.7154340525188863
20,20,FE,SL,SL,reg,IIE_Mdep,sqrtMSE,0.005739026242953296,0.0049764943824193416,0.0065799602381384475
20,20,FE,SL,SL,reg,IIE_Mdep,|Bias|,0.005739026242953296,0.0049764943824193416,0.0065799602381384475
20,20,FE,SL,SL,reg,IIE_Mdep,|Rel.Bias|,0.9999999999999999,0.9999999999999994,1.0000000000000002
20,20,FE,SL,SL,reg,"IIE_Mjo(1,)",sqrtMSE,0.23699258136838236,0.18990783289023613,0.28397891114234053
20,20,FE,SL,SL,reg,"IIE_Mjo(1,)",|Bias|,0.1737665909669644,0.1394372752979064,0.20969419188894867
20,20,FE,SL,SL,reg,"IIE_Mjo(1,)",|Rel.Bias|,2.535676527969602,2.152665668895362,2.9394160630505324
20,20,FE,SL,SL,reg,"Y(0,gmjo(0))",sqrtMSE,0.3809609748820129,0.3570141025537412,0.4045505417257731
20,20,FE,SL,SL,reg,"Y(0,gmjo(0))",|Bias|,0.19615768960168373,0.16187519093445357,0.22840501122812745
20,20,FE,SL,SL,reg,"Y(0,gmjo(0))",|Rel.Bias|,0.15380584087605598,0.1267362054201432,0.17922973858518912
20,20,FE,SL,SL,reg,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.28771466917783983,0.24462754281106597,0.3264904347388322
20,20,FE,SL,SL,reg,"Y(1,gm1(0),gm2(0))",|Bias|,0.06506763982309864,0.05251664846901748,0.07881154796635628
20,20,FE,SL,SL,reg,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.042256746632681016,0.03418601711722234,0.051076290628841774
20,20,FE,SL,SL,reg,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.331990890733058,0.30040367337301704,0.36000332081685177
20,20,FE,SL,SL,reg,"Y(1,gm1(1),gm2(0))",|Bias|,0.158773666583494,0.14726323132842656,0.16855822708853385
20,20,FE,SL,SL,reg,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.1015025469362417,0.09405088004607691,0.10788502102898516
20,20,FE,SL,SL,reg,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.3977850116415213,0.3783139848942087,0.41949873512193026
20,20,FE,SL,SL,reg,"Y(1,gm1(1),gm2(1))",|Bias|,0.24457325703301636,0.21651223778105763,0.2697646721082212
20,20,FE,SL,SL,reg,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.15269623711755465,0.1352431973470529,0.1683816026294043
20,20,FE,SL,SL,reg,"Y(1,gmjo(0))",sqrtMSE,0.28653938876861385,0.24332714895461718,0.32541038516053505
20,20,FE,SL,SL,reg,"Y(1,gmjo(0))",|Bias|,0.05962852974935364,0.04657988093363022,0.07386092073764168
20,20,FE,SL,SL,reg,"Y(1,gmjo(0))",|Rel.Bias|,0.03858829525264549,0.030204749436949493,0.04771489471658845
20,20,FE,SL,SL,reg,"Y(1,gmjo(1))",sqrtMSE,0.39098559593342336,0.3725430645997787,0.4115909647855796
20,20,FE,SL,SL,reg,"Y(1,gmjo(1))",|Bias|,0.23339512071631807,0.20546532569991677,0.2585428883072285
20,20,FE,SL,SL,reg,"Y(1,gmjo(1))",|Rel.Bias|,0.14470141606331502,0.12746321631014254,0.1602547698166703
20,20,FE,SL,SL,rmpw,"IDE(,gmjo(0))",sqrtMSE,0.2984095244440654,0.256474372577024,0.3348501407829258
20,20,FE,SL,SL,rmpw,"IDE(,gmjo(0))",|Bias|,0.11879503602686306,0.03404925997125976,0.22253273793663808
20,20,FE,SL,SL,rmpw,"IDE(,gmjo(0))",|Rel.Bias|,0.44261217976961514,0.12573833495692013,0.8310512620001022
20,20,FE,SL,SL,rmpw,"IIE_M1(1,,gm2(0))",sqrtMSE,0.18962688508403278,0.16175922735741122,0.21263671326074846
20,20,FE,SL,SL,rmpw,"IIE_M1(1,,gm2(0))",|Bias|,0.14768406188511882,0.12680884732158024,0.1659846511499063
20,20,FE,SL,SL,rmpw,"IIE_M1(1,,gm2(0))",|Rel.Bias|,5.904098079366738,5.326693168634266,6.372435686758871
20,20,FE,SL,SL,rmpw,"IIE_M2(1,gm1(1),)",sqrtMSE,0.20370269941779473,0.17019094441879232,0.23439570880540153
20,20,FE,SL,SL,rmpw,"IIE_M2(1,gm1(1),)",|Bias|,0.1493437771989653,0.12593459691265516,0.17301492818782208
20,20,FE,SL,SL,rmpw,"IIE_M2(1,gm1(1),)",|Rel.Bias|,3.977033655145186,3.5065227422409535,4.4668286499770975
20,20,FE,SL,SL,rmpw,IIE_Mdep,sqrtMSE,0.02465521316296054,0.021848070159927794,0.027629842270463213
20,20,FE,SL,SL,rmpw,IIE_Mdep,|Bias|,0.011082303585029606,0.009125936095352389,0.01310926667125379
20,20,FE,SL,SL,rmpw,IIE_Mdep,|Rel.Bias|,1.9318170187069117,1.6411669849731798,2.333915419092547
20,20,FE,SL,SL,rmpw,"IIE_Mjo(1,)",sqrtMSE,0.3375172042895009,0.28487876830670206,0.3843350245593386
20,20,FE,SL,SL,rmpw,"IIE_Mjo(1,)",|Bias|,0.28594553549905455,0.243617508138883,0.325725060388552
20,20,FE,SL,SL,rmpw,"IIE_Mjo(1,)",|Rel.Bias|,4.185021094585056,3.7658630410215586,4.565433335351849
20,20,FE,SL,SL,rmpw,"Y(0,gmjo(0))",sqrtMSE,0.2840310193115292,0.23865733266035205,0.337808402384006
20,20,FE,SL,SL,rmpw,"Y(0,gmjo(0))",|Bias|,0.09912071570973893,0.04750489962532019,0.15409025020827977
20,20,FE,SL,SL,rmpw,"Y(0,gmjo(0))",|Rel.Bias|,0.077717492863114,0.037292104618469143,0.12072653960336616
20,20,FE,SL,SL,rmpw,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.36694978366215014,0.33625835418776656,0.39376355101078536
20,20,FE,SL,SL,rmpw,"Y(1,gm1(0),gm2(0))",|Bias|,0.18157486741769516,0.08496093501297272,0.26652655764668476
20,20,FE,SL,SL,rmpw,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.11808295058565531,0.05510150347149111,0.1735198691166787
20,20,FE,SL,SL,rmpw,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.3087647810038291,0.2873055780874341,0.3360371137049747
20,20,FE,SL,SL,rmpw,"Y(1,gm1(1),gm2(0))",|Bias|,0.05772524992073155,0.016871770186248677,0.10054190649677854
20,20,FE,SL,SL,rmpw,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.036936550137969724,0.010784514064771744,0.06436423036834195
20,20,FE,SL,SL,rmpw,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.3007610501086013,0.24603240728205283,0.3594162955920917
20,20,FE,SL,SL,rmpw,"Y(1,gm1(1),gm2(1))",|Bias|,0.11545297166638896,0.0699648385429862,0.17558772743192974
20,20,FE,SL,SL,rmpw,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.0721091416120179,0.04368254358241178,0.10968587344611341
20,20,FE,SL,SL,rmpw,"Y(1,gmjo(0))",sqrtMSE,0.372428248020864,0.3395497637149025,0.40057146346900285
20,20,FE,SL,SL,rmpw,"Y(1,gmjo(0))",|Bias|,0.1834273426709684,0.0851134320770126,0.27003763756195825
20,20,FE,SL,SL,rmpw,"Y(1,gmjo(0))",|Rel.Bias|,0.11886057106878915,0.05501288915108263,0.17516672256121063
20,20,FE,SL,SL,rmpw,"Y(1,gmjo(1))",sqrtMSE,0.2955204519315534,0.24216091766387654,0.3531521176256294
20,20,FE,SL,SL,rmpw,"Y(1,gmjo(1))",|Bias|,0.10251819282808614,0.05334449195645895,0.16594401187335334
20,20,FE,SL,SL,rmpw,"Y(1,gmjo(1))",|Rel.Bias|,0.06358873451109338,0.03307423604978829,0.10295105348392425
20,20,RE,FE,FE,multi,"IDE(,gmjo(0))",sqrtMSE,0.23221823846968415,0.21653473653917357,0.2412454467823438
20,20,RE,FE,FE,multi,"IDE(,gmjo(0))",|Bias|,0.0701436349860953,0.06394575305143864,0.0728073114198461
20,20,RE,FE,FE,multi,"IDE(,gmjo(0))",|Rel.Bias|,0.2604982211766671,0.23878773746168577,0.26901818990244636
20,20,RE,FE,FE,multi,"IIE_M1(1,,gm2(0))",sqrtMSE,0.02747187822551937,0.026514238633419573,0.02875683705246549
20,20,RE,FE,FE,multi,"IIE_M1(1,,gm2(0))",|Bias|,0.012546700749621473,0.011710986178844059,0.013529744283062596
20,20,RE,FE,FE,multi,"IIE_M1(1,,gm2(0))",|Rel.Bias|,0.5033953641988184,0.4858007286083656,0.5194937694697608
20,20,RE,FE,FE,multi,"IIE_M2(1,gm1(1),)",sqrtMSE,0.03710331708712577,0.03573420555635433,0.03805868376936849
20,20,RE,FE,FE,multi,"IIE_M2(1,gm1(1),)",|Bias|,0.025271172705032374,0.023762370346356757,0.027921495022788706
20,20,RE,FE,FE,multi,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.6762952058838996,0.6439364329936743,0.7035114869195258
20,20,RE,FE,FE,multi,IIE_Mdep,sqrtMSE,0.006575640016003723,0.00598119563725263,0.0073652023073905535
20,20,RE,FE,FE,multi,IIE_Mdep,|Bias|,0.005703046730085891,0.0049249300529353056,0.006561121390624615
20,20,RE,FE,FE,multi,IIE_Mdep,|Rel.Bias|,0.9941522476888122,0.98497670712929,1.0006382368533302
20,20,RE,FE,FE,multi,"IIE_Mjo(1,)",sqrtMSE,0.057596385451707456,0.05577905537556889,0.059790902555585064
20,20,RE,FE,FE,multi,"IIE_Mjo(1,)",|Bias|,0.04352092018473974,0.04117766234033632,0.04619629498413994
20,20,RE,FE,FE,multi,"IIE_Mjo(1,)",|Rel.Bias|,0.6398097166456784,0.631122646327939,0.64743677544877
20,20,RE,FE,FE,multi,"Y(0,gmjo(0))",sqrtMSE,0.2861259016558114,0.2556271439859379,0.312232448601397
20,20,RE,FE,FE,multi,"Y(0,gmjo(0))",|Bias|,0.06556304684241017,0.0609117769196432,0.07017153003252129
20,20,RE,FE,FE,multi,"Y(0,gmjo(0))",|Rel.Bias|,0.05144963284220534,0.04773717132744129,0.05509905068523497
20,20,RE,FE,FE,multi,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.28195270784948173,0.2586079148580918,0.30846435416123585
20,20,RE,FE,FE,multi,"Y(1,gm1(0),gm2(0))",|Bias|,0.004874506005414244,0.0016375729239162284,0.006813622164579346
20,20,RE,FE,FE,multi,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.0031688646415709075,0.0010643328617502325,0.004433395394913917
20,20,RE,FE,FE,multi,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.2834098300584942,0.2612062606790448,0.30950236435691736
20,20,RE,FE,FE,multi,"Y(1,gm1(1),gm2(0))",|Bias|,0.011654317875060546,0.005839348135123655,0.018619775574666562
20,20,RE,FE,FE,multi,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.007453688488377084,0.0037361514179120804,0.011892624805557429
20,20,RE,FE,FE,multi,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.2858908284032111,0.2638245551061286,0.3127451557971841
20,20,RE,FE,FE,multi,"Y(1,gm1(1),gm2(1))",|Bias|,0.0369254905800929,0.03374274433701243,0.04308744537632969
20,20,RE,FE,FE,multi,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.02307198452375486,0.021066030123344445,0.02690314958679788
20,20,RE,FE,FE,multi,"Y(1,gmjo(0))",sqrtMSE,0.2819265439246098,0.25845302983410806,0.3084360379093318
20,20,RE,FE,FE,multi,"Y(1,gmjo(0))",|Bias|,0.005243279381735263,0.0013253824761001811,0.011240014904735831
20,20,RE,FE,FE,multi,"Y(1,gmjo(0))",|Rel.Bias|,0.003393392156041201,8.592480157419147e-4,0.0072667354053505715
20,20,RE,FE,FE,multi,"Y(1,gmjo(1))",sqrtMSE,0.28743986694608603,0.2653540986595985,0.3141941517820685
20,20,RE,FE,FE,multi,"Y(1,gmjo(1))",|Bias|,0.048101508328424934,0.04487091250803986,0.05292571699621033
20,20,RE,FE,FE,multi,"Y(1,gmjo(1))",|Rel.Bias|,0.02984775875407528,0.0278037524282811,0.03284315587440851
20,20,RE,FE,FE,reg,"IDE(,gmjo(0))",sqrtMSE,0.22212528509164925,0.20838866423018546,0.23381872153110042
20,20,RE,FE,FE,reg,"IDE(,gmjo(0))",|Bias|,0.06858860838751549,0.06217696490422166,0.07303750196565675
20,20,RE,FE,FE,reg,"IDE(,gmjo(0))",|Rel.Bias|,0.25466478463740855,0.23220424560111905,0.26971381219297486
20,20,RE,FE,FE,reg,"IIE_M1(1,,gm2(0))",sqrtMSE,0.022881108054273357,0.021833991175217136,0.023988367916983017
20,20,RE,FE,FE,reg,"IIE_M1(1,,gm2(0))",|Bias|,0.012457792878510015,0.01182851560790092,0.013179538620815789
20,20,RE,FE,FE,reg,"IIE_M1(1,,gm2(0))",|Rel.Bias|,0.49993441025864044,0.49088321571391924,0.5060749885258897
20,20,RE,FE,FE,reg,"IIE_M2(1,gm1(1),)",sqrtMSE,0.03334335242871029,0.031228737303224945,0.03529864418772271
20,20,RE,FE,FE,reg,"IIE_M2(1,gm1(1),)",|Bias|,0.025158635291315495,0.022895836945642404,0.02730266085496702
20,20,RE,FE,FE,reg,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.6727844357021365,0.6516502232939293,0.6880312396381488
20,20,RE,FE,FE,reg,IIE_Mdep,sqrtMSE,0.005735661772892778,0.004968521901081027,0.00657314187974841
20,20,RE,FE,FE,reg,IIE_Mdep,|Bias|,0.005735661772892778,0.004968521901081027,0.00657314187974841
20,20,RE,FE,FE,reg,IIE_Mdep,|Rel.Bias|,1,0.9999999999999997,1.0000000000000002
20,20,RE,FE,FE,reg,"IIE_Mjo(1,)",sqrtMSE,0.05311330329635276,0.05003989706995017,0.05587963735492161
20,20,RE,FE,FE,reg,"IIE_Mjo(1,)",|Bias|,0.04335208994271829,0.04051605622515848,0.04609147911490933
20,20,RE,FE,FE,reg,"IIE_Mjo(1,)",|Rel.Bias|,0.6371050523886158,0.6259210991084369,0.6461331199199953
20,20,RE,FE,FE,reg,"Y(0,gmjo(0))",sqrtMSE,0.2808857145279346,0.25335260312667085,0.30933352511375706
20,20,RE,FE,FE,reg,"Y(0,gmjo(0))",|Bias|,0.06707126136908821,0.06375298697634127,0.07141087634576987
20,20,RE,FE,FE,reg,"Y(0,gmjo(0))",|Rel.Bias|,0.052616224961353236,0.049948104073173266,0.056069717960992776
20,20,RE,FE,FE,reg,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.27329892818518087,0.24687485468737966,0.3004049654744258
20,20,RE,FE,FE,reg,"Y(1,gm1(0),gm2(0))",|Bias|,0.006374030524285382,5.739102454472879e-4,0.010993565466001352
20,20,RE,FE,FE,reg,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.004146984207046821,3.724121293555893e-4,0.00715514415358385
20,20,RE,FE,FE,reg,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.2747038997010918,0.2487629180088144,0.30150485634962565
20,20,RE,FE,FE,reg,"Y(1,gm1(1),gm2(0))",|Bias|,0.008540865909355192,0.002185973154814385,0.01638102819611622
20,20,RE,FE,FE,reg,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.005457761055278593,0.0013994018065998839,0.0104594471771069
20,20,RE,FE,FE,reg,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.27737149128015093,0.2520776517363353,0.30402884231121513
20,20,RE,FE,FE,reg,"Y(1,gm1(1),gm2(1))",|Bias|,0.0336995012006707,0.02909692244977508,0.04091418554413567
20,20,RE,FE,FE,reg,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.021049324216309225,0.018181182046910292,0.0255387369629714
20,20,RE,FE,FE,reg,"Y(1,gmjo(0))",sqrtMSE,0.27325746648314053,0.24668829070929696,0.3004615758713823
